15	-1.5	0.7237025014246735
15	-1.0	0.753014665638805
15	-0.5	0.7934451835027115
15	0.0	0.8211307653033407
15	0.5	0.82091951970277
15	1.0	0.8010007717208834
15	1.5	0.7619740649271031
16	-1.5	0.7621988077686855
16	-1.0	0.7844441222566583
16	-0.5	0.8051996784888465
16	0.0	0.8211307653033407
16	0.5	0.8257822639181016
16	1.0	0.8186874663119047
16	1.5	0.8017131752201274
17	-1.5	0.7735811377893074
17	-1.0	0.7913163329728882
17	-0.5	0.8070345286254507
17	0.0	0.8211307653033407
17	0.5	0.8269839947376701
17	1.0	0.819084581927106
17	1.5	0.7968108802663705
18	-1.5	0.7980596670491684
18	-1.0	0.8045327714161777
18	-0.5	0.8130638138385513
18	0.0	0.8211307653033407
18	0.5	0.8267098193953559
18	1.0	0.82942270192287
18	1.5	0.8298187416733173
19	-1.5	0.805976154440943
19	-1.0	0.8093008543390332
19	-0.5	0.814845488657209
19	0.0	0.8211307653033407
19	0.5	0.8259621296675974
19	1.0	0.8280740173213406
19	1.5	0.8275488184977636
20	-1.5	0.8097670521556188
20	-1.0	0.8126700132211236
20	-0.5	0.8164996912677921
20	0.0	0.8211307653033407
20	0.5	0.8253165921606072
20	1.0	0.828014914372586
20	1.5	0.8289547882735097
21	-1.5	0.8107998347666471
21	-1.0	0.8130193809620068
21	-0.5	0.8166746834239527
21	0.0	0.8211307653033407
21	0.5	0.825089062177591
21	1.0	0.8276543198504548
21	1.5	0.8286415842908036
22	-1.5	0.8108016394546128
22	-1.0	0.8139237106518272
22	-0.5	0.8175853825343459
22	0.0	0.8211307653033407
22	0.5	0.8237473573005395
22	1.0	0.8250089836930559
22	1.5	0.8249451847487262
